geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ury,Uruguay,743.72,753.92,756.28,776.65,785.74,792.39,799.64,810.08,836.46,818.31,833.4,808.88,838.33,840.87,879.56,888.46,880.31,866.48,839.93,840.82,844.49,861.75,843.31,858.99,858.26,877.88,874.09,873.94,892.43,919.06,877.93,921.68
usa,USA,48806.17,49200.25,49019.86,49818.38,50166.29,50327.16,49603.34,48735.35,48221.25,48487.69,48620.29,48721.75,48755.77,48690.65,48090.17,48206.5,48145.6,47887.68,48001.24,48501.22,48447.88,48929.59,49111.9,49030.91,49579.87,49963.19,50597.09,51019.88,51168.19,51223.63,51658.73,52869.4
uzb,Uzbekistan,894.42,898.89,885.25,920.24,934.43,925.51,940.93,943.07,956.8,983.08,1066.5,1098.13,1153.03,1202.5,1247.93,1295.15,1212.07,1207.72,1192.43,1184.64,1207.59,1246.4,1315.83,1405.71,1464.52,1567.45,1667.74,1787.31,1793.09,1767.43,1803,1841.46
vct,St. Vincent and the Grenadines,11.38,11.75,12.14,12.39,12.66,12.18,12.28,11.72,11.37,11.87,12.39,12.82,12.83,12.6,12.94,12.93,13.05,13.35,14.54,15.37,16.06,17.42,18.77,18.76,18.49,18.41,17.93,18.16,19.24,20.35,20.55,20.66
ven,Venezuela,783.22,844.21,903.63,893.78,990.71,1031.41,1056.22,1087.82,1129.4,1168.28,1203.83,1250.5,1405.9,1451.46,1464.28,1520.77,1556.49,1598.99,1710.4,1823.21,1912.65,2087.71,2215.27,2281.94,2405.87,2482.95,2755.7,2848.24,2910.78,3022.56,3117.97,3217.13
vnm,Vietnam,1951.33,2019.19,2098.06,2178.66,2264.4,2351.57,2432.07,2523.94,2616.7,2710.3,2796.44,2910.38,3028.03,3153.5,3284.73,3419.94,3546.12,3697.07,3852.03,4025.19,4220.43,4399.66,4573.79,4762.01,4970.18,5184.16,5361.99,5550.52,5740.7,5934.29,6106.71,6220.77
vut,Vanuatu,4.57,4.97,5.34,5.66,6.15,6.28,6.64,6.94,7.26,7.67,7.75,8.23,8.18,8.19,8.63,9.47,10.03,10.78,11.39,11.78,12.23,12.92,13.47,14.05,14.66,15.25,15.86,16.57,17.41,18.32,19.19,20.01
wsm,Samoa,7.64,7.86,8.09,8.32,8.54,8.77,9,9.22,9.43,9.65,9.85,10.04,10.22,10.46,10.69,10.93,11.17,11.52,11.86,12.19,12.54,12.85,13.22,13.59,13.93,14.29,14.67,14.94,15.19,15.48,15.71,15.94
yem,Yemen,126.95,131.16,136.36,141.49,147.88,153,158.42,163.61,168.66,177.46,185.74,194.13,208.85,224.55,243.24,260.03,276.39,292.87,316.44,332.91,340.38,362,378.76,407.71,431.63,461.17,482.1,496.65,527.04,586.28,623.4,654.33
zaf,South Africa,2129.84,2187.51,2380.78,2339.42,2493.21,2428.15,2515.81,2803.43,2848.29,2899.03,3096.78,3189.54,3392.85,3642.86,3861.03,4056.36,4268.57,4403.79,4592.67,4793.59,4990.21,5155.61,5296.31,5479.44,5744.04,5947.94,6050.43,6041.19,6076.84,6097.21,6426.63,6447.28
zmb,Zambia,253.44,264.95,275.14,283.78,293.05,300.8,306.34,310.79,314.79,318.32,322.39,325.19,331.17,340.06,355.78,376.32,405.11,433.99,468.94,511.41,563.12,620.16,678.95,748.5,824.59,902.19,984.36,1079.19,1140.62,1203.43,1258.2,1294.02
zwe,Zimbabwe,354.15,361.74,359.4,350.91,352.32,345.93,359.07,384.45,443.73,524.16,613.59,686.52,769.61,847.69,927.77,927.93,935.02,922.04,950.81,962.86,961.23,959.7,973.94,993.71,1029.62,1066.78,1106.38,1137.66,1183.44,1222.08,1251,1273.46
