geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
tur,Turkey,2362.91,2525.53,2678.15,2840.25,3000.03,3143.51,3264.2,3380.56,3489.38,3579.67,3545.25,3497.27,3711.77,5430.65,7195.39,9071.6,10763.09,12344.64,14018.89,15875.78,17314.12,18482.93,19339.56,20200.88,21272.73,22383.92,23668.39,24777.73,25505.49,26689.49,27709.36,28598.8
tuv,Tuvalu,1.24,1.28,1.33,1.39,1.44,1.5,1.55,1.6,1.64,1.68,1.71,1.73,1.75,1.76,1.77,1.78,1.81,1.83,1.87,1.91,1.95,1.99,2.02,2.06,2.1,2.15,2.19,2.24,2.28,2.34,2.37,2.41
tza,Tanzania,1320.18,1369.55,1414.95,1467.34,1525.97,1580.89,1634.98,1697.66,1768.8,1815.79,1858.42,1926.01,1986.91,2095.26,2193.73,2293.56,2389.96,2496.57,2604.76,2725.54,2844.03,2968.52,3100.16,3243.53,3408.02,3603.48,3811.7,4032.46,4263.93,4525.91,4789.72,5042.3
uga,Uganda,786.25,856.51,891.75,953.59,1022.16,1084.98,1141.41,1197.84,1281.28,1352.66,1454.34,1538.13,1581.81,1630.55,1688.58,1709.75,1731.3,1758.26,1770.58,1824.11,1897.09,1975.46,2076.89,2212.98,2364.97,2523.52,2717.16,2869.46,3079.85,3304.41,3551.62,3764.57
ukr,Ukraine,18943.44,19787.49,20547.66,21294.2,21554.86,22071.56,21208.66,20620.15,19895.06,20472.83,20600.51,20151.59,20407.04,20232.53,19960.43,17999.5,16981.61,17460.89,18003.92,17204.06,16978.01,16550.05,16961.61,17037.65,15882.92,15686.45,15567.97,15616.14,16005.69,16230.38,15306.22,15529.65
ury,Uruguay,1334.86,1357.29,1348.95,1391.55,1431.38,1464.23,1485.99,1534.26,1601.16,1585.3,1648.47,1606.39,1660.3,1656.11,1737.38,1759.43,1755.25,1743.68,1715.3,1732.92,1750.92,1776.99,1744.63,1772.19,1781.35,1847.52,1853.25,1873.36,1927.9,1988.25,1910.82,2011.3
usa,USA,202852.15,206809.35,208849.64,214995.94,221214.71,227444.04,229187.17,228853.74,228274.47,230922.44,234412.02,239358.81,241650.17,243485.38,242757.26,244243.97,244163.09,244131.05,247034.75,252888.47,253719.65,255906.32,255351.15,253352.09,254558.37,256770.24,260473.79,260718.84,259715.3,260279.89,262706.11,269012.27
uzb,Uzbekistan,1634.42,1658.43,1656.82,1726.03,1749.03,1708.75,1719.84,1724.21,1771.2,1835.35,2013.58,2095.04,2220.56,2334.63,2444.62,2576.1,2454.37,2480.34,2464.7,2467.27,2535.98,2634.94,2793.83,3001.74,3153.21,3426.29,3683.8,3988.24,4048.24,4031.56,4129.42,4233.44
vct,St. Vincent and the Grenadines,21.79,23.02,24.25,25.06,25.74,25.24,25.24,24,23.42,24.74,25.86,27.03,27.28,27.17,28.26,28.15,28.9,29.9,32.71,34.54,35.94,38.85,42.01,42.41,42,42.26,42.41,42.81,44.46,46.28,47.18,48.29
ven,Venezuela,2156.54,2349.37,2566.83,2617.81,2998.47,3238.39,3436,3639.32,3819.24,3967.98,4107.02,4274.76,4750.76,4788.84,4768.81,5018.1,5345.4,5648.18,6244.02,6773.1,7271.52,7980.43,8503.09,8757.55,9198.85,9520.95,10627.57,10945.89,11064.74,11338.81,11630.35,11965.15
vnm,Vietnam,3157.26,3308.4,3485.92,3672.11,3872.51,4083.74,4292.12,4537.18,4796.73,5060.97,5320.62,5626.13,5944.98,6283.9,6629.13,6977.58,7306.66,7708.23,8141.31,8647.96,9231.02,9774.33,10293.53,10847.17,11457.34,12101.83,12674.15,13266.98,13866.81,14496.06,15120.75,15593.5
vut,Vanuatu,7.21,7.92,8.58,9.13,9.95,10.09,10.65,11.14,11.68,12.32,12.4,13.09,12.89,12.8,13.36,14.51,15.18,16.18,17,17.66,18.41,19.49,20.32,21.17,22.1,23.02,24,25.16,26.51,27.98,29.41,30.78
wsm,Samoa,12.22,12.67,13.14,13.63,14.13,14.68,15.24,15.8,16.32,16.74,17.09,17.39,17.66,18,18.27,18.5,18.71,19.14,19.59,20.22,20.86,21.43,22.04,22.68,23.26,23.92,24.73,25.35,25.96,26.65,27.19,27.74
yem,Yemen,235.98,247.41,261.4,274.91,290.11,301.02,312.61,325.63,340.78,366.3,392.84,420.19,463.08,508.36,559,597.37,634.3,676.99,745.77,799.35,826.77,895.8,947.51,1028.79,1101.33,1190.47,1244.17,1270.67,1340.52,1500.39,1609.49,1705.85
zaf,South Africa,3401.12,3504.96,3831.58,3724.45,3931.98,3739.82,3763.11,4184.63,4235.36,4333.92,4708.39,4889.62,5285.82,5762.45,6182.39,6514.46,6878.18,7112.06,7466.71,7837.82,8217.07,8570.17,8914.73,9354.15,9933.96,10375.4,10644.7,10719.33,10910.35,11123.58,11755.37,11908.47
zmb,Zambia,352.12,369.19,384.17,396.84,409.78,420.41,428.01,434.72,441.04,447.03,454.41,460.05,470.01,484.48,508.66,540.06,583.92,630.31,687.08,757.55,844.41,942.92,1046.88,1172.12,1311.46,1454.44,1608.07,1779.13,1902.09,2030.98,2148.35,2239.87
zwe,Zimbabwe,520.9,537.28,537.28,524.48,529.26,516.42,534.13,572.89,666.63,798.14,949.87,1076.29,1215.87,1338.41,1450.38,1419.76,1402.08,1361.08,1396.95,1411.89,1410.55,1412.49,1440.82,1477.63,1540.88,1606.89,1678.46,1735.36,1819.4,1887.86,1938.65,1986.8
